speaker	sex	speaker_num	age	TMF	GEPAQ_M	GEPAQ_F	AQ1	AQ2	social2	switching2	detail2	comm2	imagine2	BAP_total	BAP_praglang	BAP_aloof	BAP_rigid	phrase_position	filler_target_order	utterance_position	hyper_context	consonants	v_space_hz	v_space_bk	euclid_dis_hz	euclid_dis_bk
31	a_male	m31	24	15	38	35	22	111	17	20	34	18	22	110	28	46	36	a_initial	a_target_filler	boundary	a_no	bt	434459.7326	16.28195385	569.8016365	2.988650667
31	a_male	m31	24	15	38	35	22	111	17	20	34	18	22	110	28	46	36	a_initial	a_target_filler	boundary	a_no	hd	419595.6045	16.04081361	641.825574	3.074171845
31	a_male	m31	24	15	38	35	22	111	17	20	34	18	22	110	28	46	36	a_initial	b_filler_target	medial	b_yes	bt	435976.9389	16.28748629	575.2826077	2.960488706
31	a_male	m31	24	15	38	35	22	111	17	20	34	18	22	110	28	46	36	a_initial	b_filler_target	medial	b_yes	hd	461330.4408	16.73100444	661.7370075	3.085978088
31	a_male	m31	24	15	38	35	22	111	17	20	34	18	22	110	28	46	36	a_initial	b_filler_target	medial	a_no	bt	418490.8677	15.10392638	569.3416408	2.864237765
31	a_male	m31	24	15	38	35	22	111	17	20	34	18	22	110	28	46	36	a_initial	b_filler_target	medial	a_no	hd	455801.5094	16.66898237	647.3030862	3.087245118
32	a_male	m32	19	6	30	33	12	93	14	18	32	12	17	74	27	17	30	b_final	b_filler_target	boundary	b_yes	bt	386688.1405	14.37139621	574.9803885	2.884542062
32	a_male	m32	19	6	30	33	12	93	14	18	32	12	17	74	27	17	30	b_final	b_filler_target	boundary	b_yes	hd	344349.9916	12.77170039	569.0068153	2.697780954
32	a_male	m32	19	6	30	33	12	93	14	18	32	12	17	74	27	17	30	b_final	b_filler_target	boundary	a_no	bt	334285.9607	12.09311361	553.7764949	2.650460429
32	a_male	m32	19	6	30	33	12	93	14	18	32	12	17	74	27	17	30	b_final	b_filler_target	boundary	a_no	hd	463753.7975	17.20248451	603.3676336	3.079030534
32	a_male	m32	19	6	30	33	12	93	14	18	32	12	17	74	27	17	30	b_final	a_target_filler	medial	b_yes	bt	258414.0535	9.083941951	500.2550661	2.353901195
32	a_male	m32	19	6	30	33	12	93	14	18	32	12	17	74	27	17	30	b_final	a_target_filler	medial	b_yes	hd	342967.8536	12.54177215	575.0934707	2.697487591
32	a_male	m32	19	6	30	33	12	93	14	18	32	12	17	74	27	17	30	b_final	a_target_filler	medial	a_no	bt	347871.3187	12.60241901	528.3933146	2.659144572
32	a_male	m32	19	6	30	33	12	93	14	18	32	12	17	74	27	17	30	b_final	a_target_filler	medial	a_no	hd	314608.7932	11.25778231	558.2895787	2.567809984
32	a_male	m32	19	6	30	33	12	93	14	18	32	12	17	74	27	17	30	a_initial	a_target_filler	boundary	b_yes	bt	331132.1161	12.18050592	524.387367	2.610320206
32	a_male	m32	19	6	30	33	12	93	14	18	32	12	17	74	27	17	30	a_initial	a_target_filler	boundary	b_yes	hd	351738.8435	13.86308863	595.9139916	2.89490829
32	a_male	m32	19	6	30	33	12	93	14	18	32	12	17	74	27	17	30	a_initial	a_target_filler	boundary	a_no	bt	356668.0414	13.59526317	540.4331591	2.769831902
32	a_male	m32	19	6	30	33	12	93	14	18	32	12	17	74	27	17	30	a_initial	a_target_filler	boundary	a_no	hd	305907.4171	11.95308237	623.6251942	2.884044721
32	a_male	m32	19	6	30	33	12	93	14	18	32	12	17	74	27	17	30	a_initial	b_filler_target	medial	b_yes	bt	387450.9823	14.4564699	569.0457651	2.855567359
32	a_male	m32	19	6	30	33	12	93	14	18	32	12	17	74	27	17	30	a_initial	b_filler_target	medial	b_yes	hd	372738.848	14.61515796	619.3476038	2.986235106
32	a_male	m32	19	6	30	33	12	93	14	18	32	12	17	74	27	17	30	a_initial	b_filler_target	medial	a_no	bt	377819.2956	13.6580191	551.8045855	2.784631268
32	a_male	m32	19	6	30	33	12	93	14	18	32	12	17	74	27	17	30	a_initial	b_filler_target	medial	a_no	hd	341972.7327	13.20257513	562.7309291	2.755158895
33	b_female	f33	22	38	29	35	15	103	17	22	28	15	21	76	30	17	29	b_final	b_filler_target	boundary	b_yes	bt	565533.8795	18.45563204	668.6459901	3.171163557
33	b_female	f33	22	38	29	35	15	103	17	22	28	15	21	76	30	17	29	b_final	b_filler_target	boundary	b_yes	hd	630488.2198	19.79554255	724.0492743	3.279381005
33	b_female	f33	22	38	29	35	15	103	17	22	28	15	21	76	30	17	29	b_final	b_filler_target	boundary	a_no	bt	517936.5065	16.27454848	617.5353169	2.990369488
33	b_female	f33	22	38	29	35	15	103	17	22	28	15	21	76	30	17	29	b_final	b_filler_target	boundary	a_no	hd	610561.418	19.41188713	703.5041921	3.243787084
33	b_female	f33	22	38	29	35	15	103	17	22	28	15	21	76	30	17	29	b_final	a_target_filler	medial	b_yes	bt	473210.993	14.79934007	612.4382641	2.843619663
33	b_female	f33	22	38	29	35	15	103	17	22	28	15	21	76	30	17	29	b_final	a_target_filler	medial	b_yes	hd	564338.3639	17.84498699	722.0147763	3.157068566
33	b_female	f33	22	38	29	35	15	103	17	22	28	15	21	76	30	17	29	b_final	a_target_filler	medial	a_no	bt	537910.0289	16.91501377	612.8151134	3.050024148
33	b_female	f33	22	38	29	35	15	103	17	22	28	15	21	76	30	17	29	b_final	a_target_filler	medial	a_no	hd	501073.3976	15.55649155	657.1007914	2.938704795
33	b_female	f33	22	38	29	35	15	103	17	22	28	15	21	76	30	17	29	a_initial	a_target_filler	boundary	b_yes	bt	507246.1849	16.65825009	664.6795588	3.060710724
33	b_female	f33	22	38	29	35	15	103	17	22	28	15	21	76	30	17	29	a_initial	a_target_filler	boundary	b_yes	hd	518691.013	17.77749249	675.903305	3.167656488
33	b_female	f33	22	38	29	35	15	103	17	22	28	15	21	76	30	17	29	a_initial	a_target_filler	boundary	a_no	bt	549746.1694	17.84286062	724.0891688	3.235473839
33	b_female	f33	22	38	29	35	15	103	17	22	28	15	21	76	30	17	29	a_initial	a_target_filler	boundary	a_no	hd	475490.5875	15.05400817	683.2490754	2.941327259
33	b_female	f33	22	38	29	35	15	103	17	22	28	15	21	76	30	17	29	a_initial	b_filler_target	medial	b_yes	bt	436945.684	14.06179955	642.5150791	2.826389123
33	b_female	f33	22	38	29	35	15	103	17	22	28	15	21	76	30	17	29	a_initial	b_filler_target	medial	b_yes	hd	500194.42	16.51749551	688.0223339	3.059982112
33	b_female	f33	22	38	29	35	15	103	17	22	28	15	21	76	30	17	29	a_initial	b_filler_target	medial	a_no	bt	559062.479	17.62066266	715.2245809	3.114303594
33	b_female	f33	22	38	29	35	15	103	17	22	28	15	21	76	30	17	29	a_initial	b_filler_target	medial	a_no	hd	516101.7243	16.66517319	692.9553265	3.06124722
34	a_male	m34	20	18	30	33	25	121	22	28	26	22	23	125	46	56	23	b_final	b_filler_target	boundary	b_yes	bt	307041.1161	12.21528319	469.2399634	2.63192043
34	a_male	m34	20	18	30	33	25	121	22	28	26	22	23	125	46	56	23	b_final	b_filler_target	boundary	b_yes	hd	275899.3268	10.96681369	451.1258381	2.496163825
34	a_male	m34	20	18	30	33	25	121	22	28	26	22	23	125	46	56	23	b_final	b_filler_target	boundary	a_no	bt	371469.0418	15.69988821	508.0541624	2.948405441
34	a_male	m34	20	18	30	33	25	121	22	28	26	22	23	125	46	56	23	b_final	b_filler_target	boundary	a_no	hd	339566.5537	14.04595907	493.0765914	2.797705078
34	a_male	m34	20	18	30	33	25	121	22	28	26	22	23	125	46	56	23	b_final	a_target_filler	medial	b_yes	bt	379183.4046	15.06579446	515.3550111	2.877446085
34	a_male	m34	20	18	30	33	25	121	22	28	26	22	23	125	46	56	23	b_final	a_target_filler	medial	b_yes	hd	NA	NA	NA	NA
34	a_male	m34	20	18	30	33	25	121	22	28	26	22	23	125	46	56	23	b_final	a_target_filler	medial	a_no	bt	364937.8542	14.6485009	519.6337032	2.867674227
34	a_male	m34	20	18	30	33	25	121	22	28	26	22	23	125	46	56	23	b_final	a_target_filler	medial	a_no	hd	283453.197	11.72006812	489.7719205	2.60681186
34	a_male	m34	20	18	30	33	25	121	22	28	26	22	23	125	46	56	23	a_initial	a_target_filler	boundary	b_yes	bt	400795.2807	16.63803141	541.5359295	3.057575628
34	a_male	m34	20	18	30	33	25	121	22	28	26	22	23	125	46	56	23	a_initial	a_target_filler	boundary	b_yes	hd	344964.0944	14.06452947	560.8866138	2.883344978
34	a_male	m34	20	18	30	33	25	121	22	28	26	22	23	125	46	56	23	a_initial	a_target_filler	boundary	a_no	bt	387184.5972	15.38321286	532.5870657	2.932339143
34	a_male	m34	20	18	30	33	25	121	22	28	26	22	23	125	46	56	23	a_initial	a_target_filler	boundary	a_no	hd	381064.0622	15.84362694	560.7342961	3.009847811
34	a_male	m34	20	18	30	33	25	121	22	28	26	22	23	125	46	56	23	a_initial	b_filler_target	medial	b_yes	bt	376513.3237	15.03941969	512.8485542	2.880434913
34	a_male	m34	20	18	30	33	25	121	22	28	26	22	23	125	46	56	23	a_initial	b_filler_target	medial	b_yes	hd	372771.5436	15.02442099	530.4738464	2.877869674
34	a_male	m34	20	18	30	33	25	121	22	28	26	22	23	125	46	56	23	a_initial	b_filler_target	medial	a_no	bt	389378.7536	16.06073842	515.8940548	3.014998724
34	a_male	m34	20	18	30	33	25	121	22	28	26	22	23	125	46	56	23	a_initial	b_filler_target	medial	a_no	hd	378708.047	15.3651274	512.6540287	2.891646583
35	b_female	f35	21	33	30	38	17	109	21	27	23	22	16	97	38	21	38	b_final	b_filler_target	boundary	b_yes	bt	560795.1134	12.99442952	659.7886378	2.912719565
35	b_female	f35	21	33	30	38	17	109	21	27	23	22	16	97	38	21	38	b_final	b_filler_target	boundary	b_yes	hd	592427.4694	15.1196724	671.3947301	2.94464763
35	b_female	f35	21	33	30	38	17	109	21	27	23	22	16	97	38	21	38	b_final	b_filler_target	boundary	a_no	bt	534368.2496	12.51324329	659.6978879	3.003068922
35	b_female	f35	21	33	30	38	17	109	21	27	23	22	16	97	38	21	38	b_final	b_filler_target	boundary	a_no	hd	661609.3033	16.86940036	695.8474177	3.046047344
35	b_female	f35	21	33	30	38	17	109	21	27	23	22	16	97	38	21	38	b_final	a_target_filler	medial	b_yes	bt	606606.4126	14.7913265	649.9706774	2.996950045
35	b_female	f35	21	33	30	38	17	109	21	27	23	22	16	97	38	21	38	b_final	a_target_filler	medial	b_yes	hd	568048.9086	13.83768937	653.3526224	2.828299485
35	b_female	f35	21	33	30	38	17	109	21	27	23	22	16	97	38	21	38	b_final	a_target_filler	medial	a_no	bt	558278.0844	13.33174007	657.7180753	3.028169723
35	b_female	f35	21	33	30	38	17	109	21	27	23	22	16	97	38	21	38	b_final	a_target_filler	medial	a_no	hd	583033.3761	14.81361131	670.8142919	2.914234201
35	b_female	f35	21	33	30	38	17	109	21	27	23	22	16	97	38	21	38	a_initial	a_target_filler	boundary	b_yes	bt	573951.3272	13.63393305	629.1803554	2.866310531
35	b_female	f35	21	33	30	38	17	109	21	27	23	22	16	97	38	21	38	a_initial	a_target_filler	boundary	b_yes	hd	625359.9478	16.00925481	685.3366357	3.035085651
35	b_female	f35	21	33	30	38	17	109	21	27	23	22	16	97	38	21	38	a_initial	a_target_filler	boundary	a_no	bt	615979.1738	14.63601771	661.0568551	3.031674093
35	b_female	f35	21	33	30	38	17	109	21	27	23	22	16	97	38	21	38	a_initial	a_target_filler	boundary	a_no	hd	787562.3523	20.42101204	773.5805846	3.337323218
35	b_female	f35	21	33	30	38	17	109	21	27	23	22	16	97	38	21	38	a_initial	b_filler_target	medial	b_yes	bt	719797.9097	17.30358825	714.8397801	3.205321865
35	b_female	f35	21	33	30	38	17	109	21	27	23	22	16	97	38	21	38	a_initial	b_filler_target	medial	b_yes	hd	NA	NA	NA	NA
35	b_female	f35	21	33	30	38	17	109	21	27	23	22	16	97	38	21	38	a_initial	b_filler_target	medial	a_no	bt	649012.5763	16.13416018	667.9900397	3.125115684
35	b_female	f35	21	33	30	38	17	109	21	27	23	22	16	97	38	21	38	a_initial	b_filler_target	medial	a_no	hd	696081.815	18.44411998	701.564329	3.216431543
36	b_female	f36	20	30	30	39	20	105	19	26	26	20	14	112	38	38	36	b_final	b_filler_target	boundary	b_yes	bt	467597.4579	13.04047346	570.6492897	2.769071119
36	b_female	f36	20	30	30	39	20	105	19	26	26	20	14	112	38	38	36	b_final	b_filler_target	boundary	b_yes	hd	448084.8645	12.48950682	571.8223964	2.73215456
36	b_female	f36	20	30	30	39	20	105	19	26	26	20	14	112	38	38	36	b_final	b_filler_target	boundary	a_no	bt	484580.7707	13.67179239	585.1421881	2.79757173
36	b_female	f36	20	30	30	39	20	105	19	26	26	20	14	112	38	38	36	b_final	b_filler_target	boundary	a_no	hd	581220.4663	17.26577181	651.2670093	3.05092333
36	b_female	f36	20	30	30	39	20	105	19	26	26	20	14	112	38	38	36	b_final	a_target_filler	medial	b_yes	bt	447097.2098	12.11583724	578.1638621	2.84578821
36	b_female	f36	20	30	30	39	20	105	19	26	26	20	14	112	38	38	36	b_final	a_target_filler	medial	b_yes	hd	460116.5707	13.13801704	567.3771189	2.713206135
36	b_female	f36	20	30	30	39	20	105	19	26	26	20	14	112	38	38	36	b_final	a_target_filler	medial	a_no	bt	481423.4579	13.54801325	581.6482912	2.805256526
36	b_female	f36	20	30	30	39	20	105	19	26	26	20	14	112	38	38	36	b_final	a_target_filler	medial	a_no	hd	530110.5734	15.98470541	599.1690011	2.968255911
36	b_female	f36	20	30	30	39	20	105	19	26	26	20	14	112	38	38	36	a_initial	a_target_filler	boundary	b_yes	bt	532565.9276	16.04139022	620.8500205	2.964399344
36	b_female	f36	20	30	30	39	20	105	19	26	26	20	14	112	38	38	36	a_initial	a_target_filler	boundary	b_yes	hd	NA	NA	NA	NA
36	b_female	f36	20	30	30	39	20	105	19	26	26	20	14	112	38	38	36	a_initial	a_target_filler	boundary	a_no	bt	608999.3784	18.07517864	669.4207607	3.112086704
36	b_female	f36	20	30	30	39	20	105	19	26	26	20	14	112	38	38	36	a_initial	a_target_filler	boundary	a_no	hd	609316.8809	18.4320448	687.7078453	3.151736942
36	b_female	f36	20	30	30	39	20	105	19	26	26	20	14	112	38	38	36	a_initial	b_filler_target	medial	b_yes	bt	481014.6391	14.06105167	584.6210986	2.80639489
36	b_female	f36	20	30	30	39	20	105	19	26	26	20	14	112	38	38	36	a_initial	b_filler_target	medial	b_yes	hd	592880.2171	17.4503466	634.4175182	3.069491352
36	b_female	f36	20	30	30	39	20	105	19	26	26	20	14	112	38	38	36	a_initial	b_filler_target	medial	a_no	bt	434542.1006	12.43640804	563.395356	2.666672975
36	b_female	f36	20	30	30	39	20	105	19	26	26	20	14	112	38	38	36	a_initial	b_filler_target	medial	a_no	hd	624309.5983	19.35845277	672.6168206	3.207867961
37	b_female	f37	20	33	24	31	20	117	22	31	26	19	19	128	40	42	46	b_final	b_filler_target	boundary	b_yes	bt	570711.0045	16.23237418	638.0496543	3.10615517
37	b_female	f37	20	33	24	31	20	117	22	31	26	19	19	128	40	42	46	b_final	b_filler_target	boundary	b_yes	hd	397319.1321	10.76204168	558.9576447	2.609745371
37	b_female	f37	20	33	24	31	20	117	22	31	26	19	19	128	40	42	46	b_final	b_filler_target	boundary	a_no	bt	393808.8045	11.00018201	584.5299424	2.748710714
37	b_female	f37	20	33	24	31	20	117	22	31	26	19	19	128	40	42	46	b_final	b_filler_target	boundary	a_no	hd	355792.766	9.779638252	519.6478947	2.422740007
37	b_female	f37	20	33	24	31	20	117	22	31	26	19	19	128	40	42	46	b_final	a_target_filler	medial	b_yes	bt	392399.5476	10.78732666	534.8049637	2.474965923
37	b_female	f37	20	33	24	31	20	117	22	31	26	19	19	128	40	42	46	b_final	a_target_filler	medial	b_yes	hd	310355.0178	8.790219588	513.9188032	2.324862779
37	b_female	f37	20	33	24	31	20	117	22	31	26	19	19	128	40	42	46	b_final	a_target_filler	medial	a_no	bt	465741.7757	12.89509294	578.3594465	2.689029883
37	b_female	f37	20	33	24	31	20	117	22	31	26	19	19	128	40	42	46	b_final	a_target_filler	medial	a_no	hd	430817.7847	11.91714062	565.9957935	2.584182812
37	b_female	f37	20	33	24	31	20	117	22	31	26	19	19	128	40	42	46	a_initial	a_target_filler	boundary	b_yes	bt	506105.6916	14.20948278	597.3532651	2.767390825
37	b_female	f37	20	33	24	31	20	117	22	31	26	19	19	128	40	42	46	a_initial	a_target_filler	boundary	b_yes	hd	NA	NA	NA	NA
37	b_female	f37	20	33	24	31	20	117	22	31	26	19	19	128	40	42	46	a_initial	a_target_filler	boundary	a_no	bt	448230.7816	12.27968951	578.7019358	2.670825408
37	b_female	f37	20	33	24	31	20	117	22	31	26	19	19	128	40	42	46	a_initial	a_target_filler	boundary	a_no	hd	505495.8452	15.3198357	648.1185476	2.904168121
37	b_female	f37	20	33	24	31	20	117	22	31	26	19	19	128	40	42	46	a_initial	b_filler_target	medial	b_yes	bt	408501.9319	11.8440735	559.2499926	2.592084089
37	b_female	f37	20	33	24	31	20	117	22	31	26	19	19	128	40	42	46	a_initial	b_filler_target	medial	b_yes	hd	404030.4878	12.16407699	572.6775895	2.602627273
37	b_female	f37	20	33	24	31	20	117	22	31	26	19	19	128	40	42	46	a_initial	b_filler_target	medial	a_no	bt	479221.5337	13.81841521	608.5361674	2.802393797
37	b_female	f37	20	33	24	31	20	117	22	31	26	19	19	128	40	42	46	a_initial	b_filler_target	medial	a_no	hd	448254.0253	13.131508	605.4419749	2.680739796
38	a_male	m38	18	12	29	34	20	118	16	25	35	15	27	98	24	31	43	b_final	b_filler_target	boundary	b_yes	bt	308376.1484	10.59802929	466.3522863	2.43077224
38	a_male	m38	18	12	29	34	20	118	16	25	35	15	27	98	24	31	43	b_final	b_filler_target	boundary	b_yes	hd	305360.2578	10.65181885	468.7833841	2.450640747
38	a_male	m38	18	12	29	34	20	118	16	25	35	15	27	98	24	31	43	b_final	b_filler_target	boundary	a_no	bt	236157.047	7.846730393	427.1956424	2.271945659
38	a_male	m38	18	12	29	34	20	118	16	25	35	15	27	98	24	31	43	b_final	b_filler_target	boundary	a_no	hd	385703.343	13.75989483	559.6824883	2.732952394
38	a_male	m38	18	12	29	34	20	118	16	25	35	15	27	98	24	31	43	b_final	a_target_filler	medial	b_yes	bt	350355.0541	12.43531633	516.5101369	2.596076016
38	a_male	m38	18	12	29	34	20	118	16	25	35	15	27	98	24	31	43	b_final	a_target_filler	medial	b_yes	hd	318585.9717	11.25314651	520.8236054	2.514321776
38	a_male	m38	18	12	29	34	20	118	16	25	35	15	27	98	24	31	43	b_final	a_target_filler	medial	a_no	bt	318581.8045	11.03935915	482.9962272	2.470950033
38	a_male	m38	18	12	29	34	20	118	16	25	35	15	27	98	24	31	43	b_final	a_target_filler	medial	a_no	hd	413838.2511	14.96295433	580.086854	2.827651623
38	a_male	m38	18	12	29	34	20	118	16	25	35	15	27	98	24	31	43	a_initial	a_target_filler	boundary	b_yes	bt	408683.4221	14.356132	563.7187717	2.76742856
38	a_male	m38	18	12	29	34	20	118	16	25	35	15	27	98	24	31	43	a_initial	a_target_filler	boundary	b_yes	hd	475586.8718	16.62327379	600.4152329	2.998221685
38	a_male	m38	18	12	29	34	20	118	16	25	35	15	27	98	24	31	43	a_initial	a_target_filler	boundary	a_no	bt	470083.0416	16.90785514	588.7833285	3.013909758
38	a_male	m38	18	12	29	34	20	118	16	25	35	15	27	98	24	31	43	a_initial	a_target_filler	boundary	a_no	hd	498642.0411	18.3394519	625.9302822	3.138311579
38	a_male	m38	18	12	29	34	20	118	16	25	35	15	27	98	24	31	43	a_initial	b_filler_target	medial	b_yes	bt	422208.5069	15.22139307	557.5407953	2.841744733
38	a_male	m38	18	12	29	34	20	118	16	25	35	15	27	98	24	31	43	a_initial	b_filler_target	medial	b_yes	hd	415992.2238	15.27939072	595.0920418	2.884124505
38	a_male	m38	18	12	29	34	20	118	16	25	35	15	27	98	24	31	43	a_initial	b_filler_target	medial	a_no	bt	320847.093	11.02380075	475.667423	2.46357337
38	a_male	m38	18	12	29	34	20	118	16	25	35	15	27	98	24	31	43	a_initial	b_filler_target	medial	a_no	hd	414458.0123	14.72981279	574.9757154	2.846957045
39	b_female	f39	23	33	27	36	16	105	16	29	31	12	17	83	30	25	28	b_final	b_filler_target	boundary	b_yes	bt	513629.0353	14.84746395	620.9396835	2.913311412
39	b_female	f39	23	33	27	36	16	105	16	29	31	12	17	83	30	25	28	b_final	b_filler_target	boundary	b_yes	hd	650491.1181	20.04326114	691.1114901	3.276525362
39	b_female	f39	23	33	27	36	16	105	16	29	31	12	17	83	30	25	28	b_final	b_filler_target	boundary	a_no	bt	515125.4027	14.55045474	620.0023662	2.918541435
39	b_female	f39	23	33	27	36	16	105	16	29	31	12	17	83	30	25	28	b_final	b_filler_target	boundary	a_no	hd	630955.5284	18.59484285	671.6299587	3.183761943
39	b_female	f39	23	33	27	36	16	105	16	29	31	12	17	83	30	25	28	b_final	a_target_filler	medial	b_yes	bt	628583.7038	18.80221199	660.802883	3.235886863
39	b_female	f39	23	33	27	36	16	105	16	29	31	12	17	83	30	25	28	b_final	a_target_filler	medial	b_yes	hd	418050.6192	12.98028804	626.7769478	2.72856237
39	b_female	f39	23	33	27	36	16	105	16	29	31	12	17	83	30	25	28	b_final	a_target_filler	medial	a_no	bt	503525.4188	14.29613389	611.3564077	2.92020006
39	b_female	f39	23	33	27	36	16	105	16	29	31	12	17	83	30	25	28	b_final	a_target_filler	medial	a_no	hd	531998.0649	16.37560256	685.0102862	3.026339896
39	b_female	f39	23	33	27	36	16	105	16	29	31	12	17	83	30	25	28	a_initial	a_target_filler	boundary	b_yes	bt	617187.6854	19.11663309	676.7826507	3.265017905
39	b_female	f39	23	33	27	36	16	105	16	29	31	12	17	83	30	25	28	a_initial	a_target_filler	boundary	b_yes	hd	562995.585	16.94332606	666.9961027	3.024409638
39	b_female	f39	23	33	27	36	16	105	16	29	31	12	17	83	30	25	28	a_initial	a_target_filler	boundary	a_no	bt	540506.7053	16.0246913	647.6850274	2.942006778
39	b_female	f39	23	33	27	36	16	105	16	29	31	12	17	83	30	25	28	a_initial	a_target_filler	boundary	a_no	hd	528333.1279	16.42689769	700.6332246	3.040149052
39	b_female	f39	23	33	27	36	16	105	16	29	31	12	17	83	30	25	28	a_initial	b_filler_target	medial	b_yes	bt	530670.0302	15.45479323	638.8933353	2.903994295
39	b_female	f39	23	33	27	36	16	105	16	29	31	12	17	83	30	25	28	a_initial	b_filler_target	medial	b_yes	hd	NA	NA	NA	NA
39	b_female	f39	23	33	27	36	16	105	16	29	31	12	17	83	30	25	28	a_initial	b_filler_target	medial	a_no	bt	NA	NA	NA	NA
39	b_female	f39	23	33	27	36	16	105	16	29	31	12	17	83	30	25	28	a_initial	b_filler_target	medial	a_no	hd	534218.6599	15.87712759	651.268472	2.926126921
40	a_male	m40	21	16	25	32	12	93	12	22	28	15	16	109	34	41	34	b_final	b_filler_target	boundary	b_yes	bt	406249.336	13.64342177	529.5925685	2.791525462
40	a_male	m40	21	16	25	32	12	93	12	22	28	15	16	109	34	41	34	b_final	b_filler_target	boundary	b_yes	hd	509651.9468	17.86151261	607.7664649	3.0413623
40	a_male	m40	21	16	25	32	12	93	12	22	28	15	16	109	34	41	34	b_final	b_filler_target	boundary	a_no	bt	415852.4315	14.12204335	553.1563157	2.814424157
40	a_male	m40	21	16	25	32	12	93	12	22	28	15	16	109	34	41	34	b_final	b_filler_target	boundary	a_no	hd	470523.2939	16.59430112	574.2081369	2.940674215
40	a_male	m40	21	16	25	32	12	93	12	22	28	15	16	109	34	41	34	b_final	a_target_filler	medial	b_yes	bt	383610.2047	13.53666943	521.0810519	2.688447462
40	a_male	m40	21	16	25	32	12	93	12	22	28	15	16	109	34	41	34	b_final	a_target_filler	medial	b_yes	hd	543386.4041	19.93792507	644.9630475	3.216939556
40	a_male	m40	21	16	25	32	12	93	12	22	28	15	16	109	34	41	34	b_final	a_target_filler	medial	a_no	bt	433105.5769	14.75683747	543.1390502	2.874335134
40	a_male	m40	21	16	25	32	12	93	12	22	28	15	16	109	34	41	34	b_final	a_target_filler	medial	a_no	hd	487332.7886	17.41336505	610.6958556	3.029467103
40	a_male	m40	21	16	25	32	12	93	12	22	28	15	16	109	34	41	34	a_initial	a_target_filler	boundary	b_yes	bt	384176.3818	13.81022183	558.9101375	2.740847554
40	a_male	m40	21	16	25	32	12	93	12	22	28	15	16	109	34	41	34	a_initial	a_target_filler	boundary	b_yes	hd	469444.1696	16.75872703	637.2865487	3.017901972
40	a_male	m40	21	16	25	32	12	93	12	22	28	15	16	109	34	41	34	a_initial	a_target_filler	boundary	a_no	bt	399936.4237	13.87252249	540.8278202	2.776621727
40	a_male	m40	21	16	25	32	12	93	12	22	28	15	16	109	34	41	34	a_initial	a_target_filler	boundary	a_no	hd	NA	NA	NA	NA
40	a_male	m40	21	16	25	32	12	93	12	22	28	15	16	109	34	41	34	a_initial	b_filler_target	medial	b_yes	bt	428165.5925	15.430096	550.9217999	2.847412131
40	a_male	m40	21	16	25	32	12	93	12	22	28	15	16	109	34	41	34	a_initial	b_filler_target	medial	b_yes	hd	468664.2847	17.31826961	614.8349351	3.041131277
40	a_male	m40	21	16	25	32	12	93	12	22	28	15	16	109	34	41	34	a_initial	b_filler_target	medial	a_no	bt	415031.5461	14.52991459	539.3707241	2.777858838
40	a_male	m40	21	16	25	32	12	93	12	22	28	15	16	109	34	41	34	a_initial	b_filler_target	medial	a_no	hd	444597.3824	16.05312753	617.3736245	2.956698471
43	b_female	f43	22	29	33	30	16	107	14	30	27	17	19	101	30	28	43	b_final	b_filler_target	boundary	b_yes	bt	560155.6503	16.00695169	615.9205243	2.953378857
43	b_female	f43	22	29	33	30	16	107	14	30	27	17	19	101	30	28	43	b_final	b_filler_target	boundary	b_yes	hd	534544.9346	16.44853454	695.9502132	2.994076001
43	b_female	f43	22	29	33	30	16	107	14	30	27	17	19	101	30	28	43	b_final	b_filler_target	boundary	a_no	bt	586104.4084	16.73911554	649.8636652	3.030951141
43	b_female	f43	22	29	33	30	16	107	14	30	27	17	19	101	30	28	43	b_final	b_filler_target	boundary	a_no	hd	587356.0203	18.31625886	710.4600915	3.145296676
43	b_female	f43	22	29	33	30	16	107	14	30	27	17	19	101	30	28	43	b_final	a_target_filler	medial	b_yes	bt	590967.7661	16.87922308	622.2695523	3.074015648
43	b_female	f43	22	29	33	30	16	107	14	30	27	17	19	101	30	28	43	b_final	a_target_filler	medial	b_yes	hd	536744.0667	15.83081072	690.6873899	2.965281921
43	b_female	f43	22	29	33	30	16	107	14	30	27	17	19	101	30	28	43	b_final	a_target_filler	medial	a_no	bt	543245.3784	15.30848301	599.8416095	3.026755636
43	b_female	f43	22	29	33	30	16	107	14	30	27	17	19	101	30	28	43	b_final	a_target_filler	medial	a_no	hd	649947.676	20.33335845	733.4988305	3.294829064
43	b_female	f43	22	29	33	30	16	107	14	30	27	17	19	101	30	28	43	a_initial	a_target_filler	boundary	b_yes	bt	349707.701	9.694557354	524.5940607	2.542716285
43	b_female	f43	22	29	33	30	16	107	14	30	27	17	19	101	30	28	43	a_initial	a_target_filler	boundary	b_yes	hd	NA	NA	NA	NA
43	b_female	f43	22	29	33	30	16	107	14	30	27	17	19	101	30	28	43	a_initial	a_target_filler	boundary	a_no	bt	448770.5909	12.79268765	594.6344497	2.764984405
43	b_female	f43	22	29	33	30	16	107	14	30	27	17	19	101	30	28	43	a_initial	a_target_filler	boundary	a_no	hd	484183.892	14.84947933	646.927203	2.870531286
43	b_female	f43	22	29	33	30	16	107	14	30	27	17	19	101	30	28	43	a_initial	b_filler_target	medial	b_yes	bt	505435.115	14.6635391	598.2270902	2.846542029
